0	-0.224247
1.25	-0.220222
2.5	-0.208245
3.75	-0.188642
5	-0.162072
6.25	-0.129657
7.5	-0.0930695
8.75	-0.0545173
10	-0.0165453
11.25	0.0183184
12.5	0.0479841
13.75	0.0711302
15	0.0873297
16.25	0.0969514
17.5	0.100917
18.75	0.100421
20	0.0967001
21.25	0.0908845
22.5	0.0839241
23.75	0.0765729
25	0.0694039
26.25	0.0628357
27.5	0.0571631
28.75	0.0525825
30	0.0492114
31.25	0.0471034
32.5	0.046255
33.75	0.0466147
35	0.0480851
36.25	0.0505307
37.5	0.053785
38.75	0.0576622
40	0.0619706
41.25	0.0665283
42.5	0.0711774
43.75	0.0757976
45	0.0803134
46.25	0.0846974
47.5	0.0889675
48.75	0.0931805
50	0.0974227
51.25	0.101797
52.5	0.10641
53.75	0.111362
55	0.116733
56.25	0.122572
57.5	0.128889
58.75	0.135647
60	0.14276
61.25	0.150095
62.5	0.157473
63.75	0.164684
65	0.1715
66.25	0.177696
67.5	0.183068
68.75	0.187451
70	0.190734
71.25	0.192872
72.5	0.193883
73.75	0.193852
75	0.19292
76.25	0.191275
77.5	0.189138
78.75	0.186755
80	0.184381
81.25	0.18227
82.5	0.180665
83.75	0.179784
85	0.179815
86.25	0.180902
87.5	0.18314
88.75	0.186572
90	0.19118
91.25	0.196895
92.5	0.203598
93.75	0.211132
95	0.219319
96.25	0.22797
97.5	0.236902
98.75	0.245948
100	0.254967
101.25	0.263845
102.5	0.272496
103.75	0.280857
105	0.288883
106.25	0.296539
107.5	0.303795
108.75	0.310618
110	0.316971
111.25	0.32281
112.5	0.328086
113.75	0.332749
115	0.336753
116.25	0.340064
117.5	0.342669
118.75	0.344577
120	0.345833
121.25	0.346511
122.5	0.346722
123.75	0.346603
125	0.346315
126.25	0.346029
127.5	0.345917
128.75	0.346142
130	0.346834
131.25	0.348087
132.5	0.349938
133.75	0.352359
135	0.355243
136.25	0.358401
137.5	0.361564
138.75	0.364387
140	0.366466
141.25	0.367363
142.5	0.366638
143.75	0.36388
145	0.358742
146.25	0.350976
147.5	0.340446
148.75	0.327149
150	0.311212
151.25	0.292892
152.5	0.272559
153.75	0.250687
155	0.22784
156.25	0.204657
157.5	0.181843
158.75	0.160154
160	0.140387
161.25	0.123356
162.5	0.109867
163.75	0.100684
165	0.0964767
166.25	0.097775
167.5	0.104908
168.75	0.117956
170	0.136715
171.25	0.160689
172.5	0.189104
173.75	0.220963
175	0.255113
176.25	0.290339
177.5	0.325449
178.75	0.359351
180	0.391112
181.25	0.419995
182.5	0.445472
183.75	0.46722
185	0.485107
186.25	0.49917
187.5	0.509591
188.75	0.516672
190	0.520812
191.25	0.522484
192.5	0.522211
193.75	0.520547
195	0.518044
196.25	0.515235
197.5	0.512601
198.75	0.510554
200	0.509415
201.25	0.509403
202.5	0.510631
203.75	0.513107
205	0.516743
206.25	0.521369
207.5	0.526749
208.75	0.532599
210	0.538602
211.25	0.544432
212.5	0.549761
213.75	0.554284
215	0.557734
216.25	0.559895
217.5	0.56062
218.75	0.559847
220	0.557603
221.25	0.554012
222.5	0.549285
223.75	0.543711
225	0.537632
226.25	0.531419
227.5	0.525439
228.75	0.520029
230	0.515471
231.25	0.511973
232.5	0.50966
233.75	0.508572
235	0.508662
236.25	0.509808
237.5	0.511819
238.75	0.514457
240	0.517446
241.25	0.520494
242.5	0.523314
243.75	0.525642
245	0.527261
246.25	0.528021
247.5	0.527855
248.75	0.526787
250	0.524943
251.25	0.522543
252.5	0.519888
253.75	0.517342
255	0.515303
256.25	0.514172
257.5	0.514321
258.75	0.516056
260	0.519594
261.25	0.525031
262.5	0.532335
263.75	0.541337
265	0.551735
266.25	0.563116
267.5	0.574988
268.75	0.586813
270	0.598052
271.25	0.608212
272.5	0.616883
273.75	0.623764
275	0.628687
276.25	0.631621
277.5	0.632664
278.75	0.632035
280	0.630047
281.25	0.627088
282.5	0.623592
283.75	0.620014
285	0.616803
286.25	0.614376
287.5	0.613088
288.75	0.613214
290	0.614918
291.25	0.61824
292.5	0.623084
293.75	0.629221
295	0.636305
296.25	0.643901
297.5	0.651526
298.75	0.658701
300	0.664988
301.25	0.67004
302.5	0.673618
303.75	0.675608
305	0.676017
306.25	0.674968
307.5	0.672671
308.75	0.669413
310	0.66553
311.25	0.661387
312.5	0.657359
313.75	0.653814
315	0.651086
316.25	0.649458
317.5	0.649135
318.75	0.650223
320	0.652709
321.25	0.656456
322.5	0.661203
323.75	0.666591
325	0.672203
326.25	0.677612
327.5	0.682431
328.75	0.686353
330	0.689183
331.25	0.690842
332.5	0.691359
333.75	0.69086
335	0.689536
336.25	0.687625
337.5	0.685387
338.75	0.683087
340	0.680975
341.25	0.679277
342.5	0.67818
343.75	0.67782
345	0.67827
346.25	0.679536
347.5	0.681547
348.75	0.684158
350	0.687159
351.25	0.690293
352.5	0.693282
353.75	0.695852
355	0.697765
356.25	0.698842
357.5	0.698978
358.75	0.698149
360	0.696404
361.25	0.69386
362.5	0.690684
363.75	0.687078
365	0.683262
366.25	0.679463
367.5	0.675898
368.75	0.672764
370	0.670229
371.25	0.66842
372.5	0.667417
373.75	0.667246
375	0.667873
376.25	0.669213
377.5	0.67113
378.75	0.673453
380	0.675988
381.25	0.678541
382.5	0.680929
383.75	0.683
385	0.684635
386.25	0.685761
387.5	0.686343
388.75	0.686383
390	0.685913
391.25	0.684988
392.5	0.683677
393.75	0.682057
395	0.680207
396.25	0.678204
397.5	0.676121
398.75	0.674023
400	0.671966
401.25	0.670001
