0	10	2	4.48713e+09	1.45098e+08	8.10632e+09	1.45098e+08	8.98704e+08	1.45098e+08	8.68125e+07	1.45098e+08	7.29051e+07	1.45098e+08	1.47338e+08	1.45098e+08	6.06625e+07	1.45098e+08	2.50825e+07	1.45098e+08	8.11748e+06	1.45098e+08	
0	10	3	1.1209e+07	504403	2.23857e+07	504403	3.70879e+06	504403	1.61204e+06	504403	745514	504403	538329	504403	112492	504403	25555.4	504403	17512.3	504403	
0	20	2	2.30854e+09	4.75718e+08	3.84055e+09	4.75718e+08	7.14616e+08	4.75718e+08	4.48004e+08	4.75718e+08	1.73637e+08	4.75718e+08	5.74118e+07	4.75718e+08	2.17579e+07	4.75718e+08	1.06253e+07	4.75718e+08	8.20541e+06	4.75718e+08	
0	20	3	3.20344e+07	625841	3.48339e+07	625841	2.27554e+06	625841	384933	625841	478844	625841	412318	625841	89261.7	625841	40896.2	625841	13691	625841	
0	30	2	2.16893e+09	2.58506e+08	2.82458e+09	2.58506e+08	8.98436e+08	2.58506e+08	4.85712e+08	2.58506e+08	2.24822e+08	2.58506e+08	1.52218e+08	2.58506e+08	5.63569e+07	2.58506e+08	2.63971e+07	2.58506e+08	1.74903e+07	2.58506e+08	
0	30	3	4.83003e+07	411351	3.87106e+07	411351	2.53299e+06	411351	3.269e+06	411351	481655	411351	368523	411351	178224	411351	105075	411351	87261.5	411351	
0	40	2	1.62668e+09	8.48547e+06	3.55279e+09	8.48547e+06	7.99835e+08	8.48547e+06	4.13629e+08	8.48547e+06	2.08707e+08	8.48547e+06	1.30124e+08	8.48547e+06	3.75184e+07	8.48547e+06	1.36891e+07	8.48547e+06	6.42124e+06	8.48547e+06	
0	40	3	1.04248e+07	64472.5	1.26786e+07	64472.5	4.58289e+06	64472.5	2.33518e+06	64472.5	654949	64472.5	325783	64472.5	139895	64472.5	41171.4	64472.5	14011.5	64472.5	
0	50	2	1.33598e+09	6.4769e+06	2.89744e+09	6.4769e+06	7.20465e+08	6.4769e+06	3.58379e+08	6.4769e+06	1.63883e+08	6.4769e+06	9.26081e+07	6.4769e+06	2.13215e+07	6.4769e+06	9.06015e+06	6.4769e+06	4.57404e+06	6.4769e+06	
0	50	3	2.03734e+07	158773	2.95929e+07	158773	4.68451e+06	158773	1.35714e+06	158773	704692	158773	476144	158773	154995	158773	84802.6	158773	47058.9	158773	
0	60	2	1.25994e+09	2.35784e+06	2.60297e+09	2.35784e+06	6.48051e+08	2.35784e+06	3.23295e+08	2.35784e+06	1.69017e+08	2.35784e+06	1.05598e+08	2.35784e+06	2.89319e+07	2.35784e+06	1.1619e+07	2.35784e+06	4.13409e+06	2.35784e+06	
0	60	3	2.81207e+07	22150.5	4.09542e+07	22150.5	4.49475e+06	22150.5	1.48594e+06	22150.5	715455	22150.5	416632	22150.5	110039	22150.5	40465.5	22150.5	15882.9	22150.5	
0	70	2	8.99055e+08	1.09827e+06	1.97676e+09	1.09827e+06	4.4655e+08	1.09827e+06	2.03831e+08	1.09827e+06	8.61583e+07	1.09827e+06	5.10933e+07	1.09827e+06	1.3741e+07	1.09827e+06	6.4793e+06	1.09827e+06	1.38863e+06	1.09827e+06	
0	70	3	3.62135e+07	22167.6	3.77146e+07	22167.6	5.32082e+06	22167.6	1.74491e+06	22167.6	828389	22167.6	376543	22167.6	69120.9	22167.6	28679.4	22167.6	12451	22167.6	
0	80	2	1.12466e+09	452698	1.61369e+09	452698	3.16008e+08	452698	1.31588e+08	452698	8.47211e+07	452698	5.38233e+07	452698	1.42515e+07	452698	5.12412e+06	452698	2.34847e+06	452698	
0	80	3	1.50196e+07	5855.15	1.65178e+07	5855.15	4.42145e+06	5855.15	1.51148e+06	5855.15	575700	5855.15	331110	5855.15	65041.7	5855.15	26441.9	5855.15	10545.8	5855.15	
0	90	2	1.61524e+09	410989	2.25735e+09	410989	5.35099e+08	410989	2.86936e+08	410989	1.50035e+08	410989	9.88322e+07	410989	2.59537e+07	410989	8.49297e+06	410989	3.63522e+06	410989	
0	90	3	7.53573e+06	4499.56	1.04769e+07	4499.56	1.15514e+06	4499.56	270667	4499.56	72358.2	4499.56	25230.6	4499.56	10651	4499.56	7233.74	4499.56	6527.56	4499.56	
