-9.99399e-09,-0.0012
-9.89399e-09,-0.0012
-9.79399e-09,0
-9.69399e-09,-0.0012
-9.59399e-09,0.0012
-9.49399e-09,0
-9.39399e-09,-0.0024
-9.29399e-09,0.0012
-9.19399e-09,-0.0012
-9.09399e-09,-0.0024
-8.99399e-09,-0.0012
-8.89399e-09,-0.0024
-8.79399e-09,0
-8.69399e-09,0
-8.59399e-09,-0.0012
-8.49399e-09,0
-8.39399e-09,0
-8.29399e-09,0
-8.19399e-09,-0.0012
-8.09399e-09,-0.0012
-7.99399e-09,-0.0012
-7.89399e-09,-0.0024
-7.79399e-09,-0.0012
-7.69399e-09,-0.0012
-7.59399e-09,0
-7.49399e-09,-0.0012
-7.39399e-09,-0.0012
-7.29399e-09,0
-7.19399e-09,0
-7.09399e-09,-0.0012
-6.99399e-09,-0.0012
-6.89399e-09,0
-6.79399e-09,-0.0024
-6.69399e-09,-0.0012
-6.59399e-09,-0.0024
-6.49399e-09,0
-6.39399e-09,0
-6.29399e-09,-0.0012
-6.19399e-09,-0.0012
-6.09399e-09,0
-5.99399e-09,0
-5.89399e-09,-0.0012
-5.79399e-09,-0.0012
-5.69399e-09,-0.0024
-5.59399e-09,-0.0012
-5.49399e-09,-0.0012
-5.39399e-09,0
-5.29399e-09,0.0012
-5.19399e-09,0
-5.09399e-09,-0.0012
-4.99399e-09,-0.0012
-4.89399e-09,0.0012
-4.79399e-09,-0.0012
-4.69399e-09,-0.0012
-4.59399e-09,0
-4.49399e-09,0.0012
-4.39399e-09,0
-4.29399e-09,-0.0012
-4.19399e-09,-0.0012
-4.09399e-09,0
-3.99399e-09,-0.0012
-3.89399e-09,0
-3.79399e-09,0.0012
-3.69399e-09,0
-3.59399e-09,0
-3.49399e-09,-0.0012
-3.39399e-09,-0.0024
-3.29399e-09,-0.0012
-3.19399e-09,-0.0012
-3.09399e-09,0
-2.99399e-09,0
-2.89399e-09,0
-2.79399e-09,0
-2.69399e-09,-0.0012
-2.59399e-09,-0.0036
-2.49399e-09,-0.0024
-2.39399e-09,-0.0036
-2.29399e-09,-0.0024
-2.19399e-09,-0.0012
-2.09399e-09,0
-1.99399e-09,0.0012
-1.89399e-09,0
-1.79399e-09,0.0012
-1.69399e-09,0.0024
-1.59399e-09,0.0036
-1.49399e-09,0.0024
-1.39399e-09,0.0024
-1.29399e-09,0.0012
-1.19399e-09,0.0024
-1.09399e-09,0.0012
-9.93994e-10,0
-8.93994e-10,0
-7.93994e-10,0.0012
-6.93994e-10,0.0012
-5.93994e-10,0.0036
-4.93994e-10,0.0084
-3.93994e-10,0.0168
-2.93994e-10,0.0204
-1.93994e-10,0.0108
-9.39941e-11,-0.0108
6.00586e-12,-0.0372
1.06006e-10,-0.0672
2.06006e-10,-0.0876
3.06006e-10,-0.1032
4.06006e-10,-0.114
5.06006e-10,-0.12
6.06006e-10,-0.126
7.06006e-10,-0.126
8.06006e-10,-0.1236
9.06006e-10,-0.12
1.00601e-09,-0.1128
1.10601e-09,-0.1044
1.20601e-09,-0.0972
1.30601e-09,-0.0912
1.40601e-09,-0.0864
1.50601e-09,-0.0816
1.60601e-09,-0.078
1.70601e-09,-0.0732
1.80601e-09,-0.0696
1.90601e-09,-0.0636
2.00601e-09,-0.0576
2.10601e-09,-0.054
2.20601e-09,-0.0492
2.30601e-09,-0.042
2.40601e-09,-0.0384
2.50601e-09,-0.0324
2.60601e-09,-0.0252
2.70601e-09,-0.0216
2.80601e-09,-0.018
2.90601e-09,-0.0132
3.00601e-09,-0.0084
3.10601e-09,-0.0036
3.20601e-09,0
3.30601e-09,0.0036
3.40601e-09,0.0072
3.50601e-09,0.0072
3.60601e-09,0.012
3.70601e-09,0.0132
3.80601e-09,0.0132
3.90601e-09,0.0144
4.00601e-09,0.0168
4.10601e-09,0.0144
4.20601e-09,0.0168
4.30601e-09,0.0168
4.40601e-09,0.018
4.50601e-09,0.018
4.60601e-09,0.018
4.70601e-09,0.0192
4.80601e-09,0.0204
4.90601e-09,0.0228
5.00601e-09,0.0228
5.10601e-09,0.0228
5.20601e-09,0.0216
5.30601e-09,0.0216
5.40601e-09,0.0192
5.50601e-09,0.0192
5.60601e-09,0.0204
5.70601e-09,0.018
5.80601e-09,0.0168
5.90601e-09,0.0156
6.00601e-09,0.0168
6.10601e-09,0.0168
6.20601e-09,0.0144
6.30601e-09,0.0156
6.40601e-09,0.0144
6.50601e-09,0.0144
6.60601e-09,0.0144
6.70601e-09,0.0132
6.80601e-09,0.0132
6.90601e-09,0.012
7.00601e-09,0.012
7.10601e-09,0.0108
7.20601e-09,0.0084
7.30601e-09,0.0084
7.40601e-09,0.0072
7.50601e-09,0.0072
7.60601e-09,0.0072
7.70601e-09,0.006
7.80601e-09,0.0048
7.90601e-09,0.006
8.00601e-09,0.006
8.10601e-09,0.0036
8.20601e-09,0.0048
8.30601e-09,0.0036
8.40601e-09,0.0036
8.50601e-09,0.0036
8.60601e-09,0.0036
8.70601e-09,0.0036
8.80601e-09,0.006
8.90601e-09,0.0072
9.00601e-09,0.0072
9.10601e-09,0.006
9.20601e-09,0.0084
9.30601e-09,0.0072
9.40601e-09,0.006
9.50601e-09,0.0072
9.60601e-09,0.0084
9.70601e-09,0.0072
9.80601e-09,0.0084
9.90601e-09,0.0072
1.0006e-08,0.0084
1.0106e-08,0.0072
1.0206e-08,0.006
1.0306e-08,0.0072
1.0406e-08,0.0096
1.0506e-08,0.0084
1.0606e-08,0.0072
1.0706e-08,0.006
1.0806e-08,0.0072
1.0906e-08,0.0072
1.1006e-08,0.006
1.1106e-08,0.006
1.1206e-08,0.0072
1.1306e-08,0.006
1.1406e-08,0.006
1.1506e-08,0.006
1.1606e-08,0.0048
1.1706e-08,0.0048
1.1806e-08,0.0048
1.1906e-08,0.0048
1.2006e-08,0.0036
1.2106e-08,0.0024
1.2206e-08,0.0036
1.2306e-08,0.0024
1.2406e-08,0.0012
1.2506e-08,0.0024
1.2606e-08,0.0012
1.2706e-08,0
1.2806e-08,0.0012
1.2906e-08,0
1.3006e-08,0
1.3106e-08,-0.0012
1.3206e-08,0
1.3306e-08,0
1.3406e-08,-0.0012
1.3506e-08,-0.0024
1.3606e-08,-0.0012
1.3706e-08,-0.0012
1.3806e-08,-0.0012
1.3906e-08,0.0012
1.4006e-08,0
1.4106e-08,0.0012
1.4206e-08,0
1.4306e-08,0.0012
1.4406e-08,0
1.4506e-08,0.0012
1.4606e-08,0.0012
1.4706e-08,0.0024
1.4806e-08,0.0036
1.4906e-08,0.0024
1.5006e-08,0.0024
1.5106e-08,0.0024
1.5206e-08,0.0036
1.5306e-08,0.0036
1.5406e-08,0.0036
1.5506e-08,0.0036
1.5606e-08,0.006
1.5706e-08,0.0048
1.5806e-08,0.0048
1.5906e-08,0.0072
1.6006e-08,0.0048
1.6106e-08,0.0048
1.6206e-08,0.0048
1.6306e-08,0.0048
1.6406e-08,0.006
1.6506e-08,0.0048
1.6606e-08,0.0036
1.6706e-08,0.0048
1.6806e-08,0.0048
1.6906e-08,0.0024
1.7006e-08,0.0024
1.7106e-08,0.0024
1.7206e-08,0.0036
1.7306e-08,0.0024
1.7406e-08,0.0024
1.7506e-08,0.0024
1.7606e-08,0.0012
1.7706e-08,0
1.7806e-08,0.0012
1.7906e-08,0
1.8006e-08,0.0012
1.8106e-08,0.0012
1.8206e-08,-0.0012
1.8306e-08,-0.0012
1.8406e-08,-0.0012
1.8506e-08,-0.0012
1.8606e-08,0
1.8706e-08,-0.0012
1.8806e-08,-0.0012
1.8906e-08,-0.0024
1.9006e-08,-0.0024
1.9106e-08,-0.0024
1.9206e-08,-0.0012
1.9306e-08,-0.0024
1.9406e-08,-0.0012
1.9506e-08,-0.0024
1.9606e-08,-0.0012
1.9706e-08,-0.0024
1.9806e-08,-0.0024
1.9906e-08,0
2.0006e-08,-0.0012
2.0106e-08,-0.0012
2.0206e-08,-0.0012
2.0306e-08,-0.0012
2.0406e-08,-0.0012
2.0506e-08,0
2.0606e-08,0
2.0706e-08,-0.0012
2.0806e-08,-0.0012
2.0906e-08,0
2.1006e-08,0
2.1106e-08,0
2.1206e-08,0
2.1306e-08,0
2.1406e-08,0
2.1506e-08,0
2.1606e-08,0.0012
2.1706e-08,0.0012
2.1806e-08,0.0012
2.1906e-08,0.0012
2.2006e-08,0.0024
2.2106e-08,0.0012
2.2206e-08,0
2.2306e-08,0.0024
2.2406e-08,0.0012
2.2506e-08,0.0012
2.2606e-08,0.0012
2.2706e-08,0.0012
2.2806e-08,0.0024
2.2906e-08,0
2.3006e-08,-0.0012
2.3106e-08,0
2.3206e-08,0
2.3306e-08,0
2.3406e-08,0
2.3506e-08,-0.0012
2.3606e-08,-0.0012
2.3706e-08,-0.0012
2.3806e-08,-0.0012
2.3906e-08,0
2.4006e-08,-0.0024
2.4106e-08,0
2.4206e-08,-0.0024
2.4306e-08,-0.0024
2.4406e-08,-0.0024
2.4506e-08,-0.0036
2.4606e-08,-0.0024
2.4706e-08,-0.0012
2.4806e-08,0
2.4906e-08,-0.0024
2.5006e-08,-0.0012
2.5106e-08,-0.0012
2.5206e-08,-0.0024
2.5306e-08,-0.0012
2.5406e-08,-0.0024
2.5506e-08,-0.0024
2.5606e-08,-0.0012
2.5706e-08,-0.0024
2.5806e-08,-0.0024
2.5906e-08,-0.0024
2.6006e-08,-0.0012
2.6106e-08,-0.0024
2.6206e-08,-0.0024
2.6306e-08,-0.0012
2.6406e-08,-0.0012
2.6506e-08,-0.0012
2.6606e-08,-0.0012
2.6706e-08,0
2.6806e-08,-0.0012
2.6906e-08,-0.0012
2.7006e-08,-0.0012
2.7106e-08,0
2.7206e-08,0
2.7306e-08,0
2.7406e-08,0
2.7506e-08,0
2.7606e-08,0.0012
2.7706e-08,0
2.7806e-08,0.0012
2.7906e-08,0
2.8006e-08,0
2.8106e-08,0
2.8206e-08,0.0024
2.8306e-08,0
2.8406e-08,0.0012
2.8506e-08,0.0012
2.8606e-08,0.0012
2.8706e-08,0.0012
2.8806e-08,0.0012
2.8906e-08,0.0012
2.9006e-08,0.0012
2.9106e-08,0
2.9206e-08,0.0012
2.9306e-08,0.0012
2.9406e-08,0.0012
2.9506e-08,0
2.9606e-08,0.0012
2.9706e-08,0
2.9806e-08,-0.0012
2.9906e-08,0
3.0006e-08,0
3.0106e-08,0
3.0206e-08,-0.0012
3.0306e-08,-0.0012
3.0406e-08,-0.0012
3.0506e-08,-0.0012
3.0606e-08,-0.0024
3.0706e-08,0
3.0806e-08,-0.0012
3.0906e-08,-0.0012
3.1006e-08,-0.0024
3.1106e-08,-0.0012
3.1206e-08,0
3.1306e-08,-0.0024
3.1406e-08,0
3.1506e-08,-0.0012
3.1606e-08,-0.0012
3.1706e-08,-0.0012
3.1806e-08,0
3.1906e-08,-0.0012
3.2006e-08,-0.0012
3.2106e-08,-0.0012
3.2206e-08,-0.0024
3.2306e-08,-0.0012
3.2406e-08,0
3.2506e-08,0
3.2606e-08,-0.0012
3.2706e-08,0
3.2806e-08,0
3.2906e-08,-0.0012
3.3006e-08,0
3.3106e-08,-0.0012
3.3206e-08,0.0012
3.3306e-08,-0.0012
3.3406e-08,-0.0012
3.3506e-08,0
3.3606e-08,0
3.3706e-08,0
3.3806e-08,0
3.3906e-08,0
3.4006e-08,0
3.4106e-08,-0.0012
3.4206e-08,-0.0012
3.4306e-08,0
3.4406e-08,0
3.4506e-08,0
3.4606e-08,0
3.4706e-08,0.0012
3.4806e-08,0
3.4906e-08,0
3.5006e-08,-0.0012
3.5106e-08,-0.0012
3.5206e-08,0
3.5306e-08,-0.0012
3.5406e-08,0.0012
3.5506e-08,-0.0012
3.5606e-08,-0.0012
3.5706e-08,-0.0012
3.5806e-08,0
3.5906e-08,0
3.6006e-08,0.0012
3.6106e-08,-0.0012
3.6206e-08,0
3.6306e-08,-0.0024
3.6406e-08,-0.0012
3.6506e-08,-0.0012
3.6606e-08,-0.0024
3.6706e-08,0
3.6806e-08,-0.0012
3.6906e-08,-0.0024
3.7006e-08,-0.0012
3.7106e-08,-0.0012
3.7206e-08,-0.0012
3.7306e-08,-0.0012
3.7406e-08,-0.0024
3.7506e-08,-0.0012
3.7606e-08,-0.0012
3.7706e-08,-0.0012
3.7806e-08,0
3.7906e-08,-0.0012
3.8006e-08,-0.0012
3.8106e-08,-0.0012
3.8206e-08,-0.0012
3.8306e-08,-0.0012
3.8406e-08,0.0012
3.8506e-08,-0.0012
3.8606e-08,-0.0012
3.8706e-08,0
3.8806e-08,0
3.8906e-08,0
3.9006e-08,-0.0012
3.9106e-08,0
3.9206e-08,-0.0012
3.9306e-08,-0.0012
3.9406e-08,-0.0012
3.9506e-08,-0.0012
3.9606e-08,0
3.9706e-08,0
3.9806e-08,0
3.9906e-08,0
